round_number,emotion,text_id,timestamp,prolific_id,anger,boredom,disgust,fear,guilt,joy,pride,relief,sadness,shame,surprise,trust,generated_text,hidden_emo_text,event_duration,emotion_duration,intensity,confidence,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,previous_participation,age,gender,education,ethnicity,extravert,critical,dependable,anxious,open,quiet,sympathetic,disorganized,calm,conventional,did_you_lie?,original_demographics
round-4,sadness,41403,2021/09/20 2:09:05 am EET,824207123b7a0659d765c20454586d83,1,2,1,1,1,1,1,1,1,1,1,1,when I found out I may be on the list for the 3rd COVID-19 vaccine booster in my country. I just want this pandemic to be over.,when I found out I may be on the list for the 3rd COVID-19 vaccine booster in my country. I just want this pandemic to be over.,seconds,seconds,3,5,3,1,4,1,1,4,4,1,1,4,4,2,1,4,4,4,1,1,1,1,1,"No, I participated before and answered the next set of questions.",32,Female,Undergraduate degree (BA/BSc/other),East Asian,4,5,5,5,5,6,6,3,5,4,--,COPIED FROM: text id 41740
round-4,relief,41297,2021/09/20 1:05:29 am EET,055520be61515180d53ea1c91d8083f2,1,3,1,1,1,1,1,1,1,1,1,1,My little girl was In a accident she was ok,My little girl was In a accident she was ok,days,days,5,5,5,1,1,1,5,5,5,1,5,1,1,5,2,4,3,3,5,4,5,4,5,"No, I participated before and answered the next set of questions.",31,Female,Undergraduate degree (BA/BSc/other),European,5,6,6,6,6,6,7,2,4,3,--,COPIED FROM: text id 4274
round-6,joy,6482,2021/11/01 9:38:55 pm CET,90b0cf2e680c4b17fe820b9d0eebc0f1,1,3,1,1,1,1,2,3,2,1,1,1,I visited a place I had never been before and found it to be an exciting and interesting place that I would like to visit again one day.,I visited a place I had never been before and found it to be an exciting and interesting place that I would like to visit again one day.,hours,days,5,5,1,5,4,5,1,4,1,5,2,4,4,1,5,2,1,5,1,1,3,1,3,"No, I participated before and answered the next set of questions.",45,Female,Undergraduate degree (BA/BSc/other),European,2,5,6,6,7,6,5,1,3,1,The event really happened in my life.,COPIED FROM: text id 6196
round-5,surprise,52517,2021/10/06 3:02:53 pm EET,bf99938f99d43bb8398245e53cf4e99b,1,3,1,1,1,1,1,1,3,1,1,1,someone had a party for me,someone had a party for me,hours,days,4,4,5,2,1,5,1,4,1,2,5,3,5,5,5,5,2,3,1,1,5,1,4,"No, I participated before and answered the next set of questions.",20,Female,Undergraduate degree (BA/BSc/other),European,7,4,6,5,7,2,6,1,3,4,The event really happened in my life.,COPIED FROM: text id 51174
round-5,disgust,5709,2021/10/06 3:47:42 pm EET,8475bf32912a4538cdac83451b9ca1a1,1,1,1,1,1,1,1,1,1,1,1,1,I bought a cooked chicken and it wasn't cooked properly and was pink and slimy,I bought a cooked chicken and it wasn't cooked properly and was pink and slimy,minutes,hours,4,4,4,1,2,1,5,1,1,1,5,1,5,3,1,3,1,5,5,3,3,3,1,"No, I participated before and answered the next set of questions.",29,Female,High school,European,1,3,7,7,7,7,7,7,5,5,The event really happened in my life.,COPIED FROM: text id 5475
round-5,surprise,52570,2021/10/06 6:25:07 pm EET,464f5f8e55def712621adf1fe373009e,1,2,1,1,1,3,2,1,1,1,1,3,I got into my chosen university,I got into my chosen university,days,minutes,5,5,5,2,3,5,1,5,1,5,5,4,3,5,1,4,2,2,1,1,5,1,5,"No, I participated before and answered the next set of questions.",18,Female,High school,European,5,6,5,6,4,2,7,3,5,5,The event really happened in my life.,COPIED FROM REJECTED: text id 51950
round-3,sadness,31080,2021/09/03 10:45:09 pm EET,779ffc5af31d8a273a59ce1cadc36be4,1,4,1,1,1,2,1,1,1,1,1,1,i had to leave my job,i had to leave my job,minutes,hours,3,5,1,1,3,1,4,2,1,3,4,2,4,1,3,3,1,4,3,1,1,3,2,"No, I participated before and answered the next set of questions.",25,Female,Undergraduate degree (BA/BSc/other),European,2,6,5,6,3,6,6,3,2,3,--,COPIED FROM: text id 31054
round-5,fear,5804,2021/10/06 2:31:48 pm EET,e530bc78ba7c186c1810cfe62714540b,1,2,1,1,1,4,3,3,2,1,1,3,"i was at the fair with my friends and i was on a ride that I didn't enjoy, it scared me because I was young and it went upsidedown.","i was at the fair with my friends and i was on a ride that I didn't enjoy, it ... me because I was young and it went upsidedown.",minutes,minutes,4,5,2,1,3,1,5,2,1,4,3,2,3,3,2,3,1,3,2,1,3,2,4,"No, I participated before and answered the next set of questions.",20,Female,High school,North American,2,5,5,5,5,6,6,5,1,3,The event really happened in my life.,COPIED FROM: text id 5554
round-5,anger,542,2021/10/06 1:36:53 pm EET,94b6652f0c5cc1327be9c45b274ee764,1,1,1,1,1,1,1,1,2,1,1,1,"I failed a 10 credit university exam which meant I had to take a supplementary year. Upon starting this supplementary year the unit that I had failed was changed into a 20 credit unit which has more content, and I was not registered for teaching so I would have to teach it to myself. The exam was also capped at 40% so even if I got a higher percentage in the exam I would only receive 40%, and it was weighted as a 20 credit unit even though I only failed a 10 credit unit, so my average grade for the year would go down.","I failed a 10 credit university exam which meant I had to take a supplementary year. Upon starting this supplementary year the unit that I had failed was changed into a 20 credit unit which has more content, and I was not registered for teaching so I would have to teach it to myself. The exam was also capped at 40% so even if I got a higher percentage in the exam I would only receive 40%, and it was weighted as a 20 credit unit even though I only failed a 10 credit unit, so my average grade for the year would go down.",weeks,weeks,4,5,4,1,3,1,5,4,2,4,4,2,2,4,3,4,3,2,3,2,4,2,4,"Yes, first time, I will answer the following questions.",21,Gender Variant/Non-Conforming,High school,European,2,5,2,7,4,6,5,5,2,4,The event really happened in my life.,ORIGINAL
round-6,relief,6805,2021/11/01 10:05:59 pm CET,ec3f97c17c09b5191901ca926a52993e,2,4,1,2,1,3,1,4,1,1,1,4,I found out my X-ray came back clear,I found out my X-ray came back clear,minutes,minutes,5,5,5,2,1,5,1,5,3,3,2,2,3,5,2,4,5,2,3,2,5,4,5,"No, I participated before and answered the next set of questions.",24,Male,Graduate degree (MA/MSc/MPhil/other),North American,6,6,7,3,6,6,7,3,6,3,The event really happened in my life.,COPIED FROM: text id 6599
round-5,boredom,5354,2021/10/06 1:36:10 pm EET,18675a3d836669a516f36227a97d50f8,4,3,3,1,2,3,3,2,2,2,1,1,because I am down,because I am down,minutes,minutes,2,2,3,1,2,3,2,1,4,3,2,3,3,1,4,4,2,4,1,3,4,5,5,"No, I participated before and answered the next set of questions.",34,Male,Undergraduate degree (BA/BSc/other),North American,3,4,2,4,5,2,3,3,3,4,The event really happened in my life.,COPIED FROM: text id 515
round-5,anger,5172,2021/10/06 3:39:54 pm EET,57ad3adf0a8fed0671c15d150ad67a1b,1,2,1,1,1,1,1,1,1,1,1,1,My account at work was moved to an office in a different country,My account at work was moved to an office in a different country,hours,weeks,4,4,4,3,2,1,5,4,1,1,4,4,1,1,1,5,1,1,4,3,4,4,4,"Yes, first time, I will answer the following questions.",39,Female,Undergraduate degree (BA/BSc/other),European,2,6,6,7,2,7,6,2,7,2,The event really happened in my life.,ORIGINAL
round-6,disgust,6238,2021/11/01 8:42:16 pm CET,d94dcf0d108c97c7a669f007834751cd,1,1,1,1,1,2,1,1,1,1,1,1,an area was purposefully left dirty,an area was purposefully left dirty,seconds,seconds,3,5,4,2,3,1,3,1,2,1,5,2,1,3,1,5,3,1,4,2,1,1,1,"No, I participated before and answered the next set of questions.",37,Female,High school,European,3,5,3,6,5,5,6,3,4,2,The event really happened in my life.,COPIED FROM: text id 639
round-3,joy,3566,2021/09/03 9:08:30 pm EET,0012367373b7853995d0e709a8c6d8b3,3,4,2,1,1,3,2,3,3,1,2,2,joy when i win money,joy when i win money,seconds,hours,2,4,3,4,4,4,1,3,2,4,1,4,4,2,1,2,4,3,3,2,1,3,1,"Yes, first time, I will answer the following questions.",26,Female,Graduate degree (MA/MSc/MPhil/other),Prefer not to answer,3,5,6,4,7,5,5,4,6,3,--,ORIGINAL
round-5,fear,5757,2021/10/06 1:43:56 pm EET,360870c658edc4c82b96bf6bb132cc56,1,1,1,1,1,4,4,4,1,1,4,4,when I was robbed,when I was robbed,minutes,days,5,5,4,1,4,1,5,1,1,4,4,1,1,4,2,4,2,4,2,4,4,4,4,"No, I participated before and answered the next set of questions.",29,Female,Graduate degree (MA/MSc/MPhil/other),African,6,2,6,2,6,6,6,2,6,2,The event really happened in my life.,COPIED FROM: text id 5726
round-2,boredom,229,2021/07/20 7:55:56 pm EET,17220e612ae7550dbdcf31ac8b40ebb7,1,2,1,1,2,2,2,1,1,1,1,1,I had to wait for a bus,I had to wait for a bus,minutes,minutes,4,5,3,4,4,2,4,1,2,1,1,2,1,1,3,2,2,3,1,1,3,4,2,"No, I participated before and answered the next set of questions.",30,Female,Graduate degree (MA/MSc/MPhil/other),European,5,4,6,5,6,6,7,2,5,2,--,COPIED FROM: text id 2104
round-4,no-emotion,4939,2021/09/20 2:28:32 am EET,7e7dc4499fa555ceafe948193258df31,1,1,1,1,1,1,1,1,1,1,1,1,I waited in the airport for my plane to arrive.,I waited in the airport for my plane to arrive.,hours,I had none,2,3,1,2,2,3,3,3,1,1,3,3,4,1,1,4,3,5,1,1,4,1,2,"No, I participated before and answered the next set of questions.",24,Female,High school,Hispanic/Latino,2,4,4,6,5,5,5,4,4,2,--,COPIED FROM: text id 41539
round-6,no-emotion,6586,2021/11/01 9:58:49 pm CET,c7ed8ef66917af06f693955c21240f92,1,2,1,1,1,4,2,4,4,2,3,4,Cleaning out my pet rats,Cleaning out my pet rats,hours,seconds,1,2,2,5,4,2,4,1,1,5,2,3,1,4,2,1,1,2,1,1,5,2,1,"No, I participated before and answered the next set of questions.",25,Female,High school,European,5,6,6,7,6,3,6,2,5,2,The event really happened in my life.,COPIED FROM: text id 6693
round-3,anger,388,2021/09/03 4:51:51 pm EET,f1dcee06d6fc380bd837d64263cacf2d,1,2,1,1,1,2,2,2,1,1,1,2,2 of my colleagues went behind my back,2 of my colleagues went behind my back,weeks,weeks,3,4,4,2,1,2,4,3,4,2,4,3,3,5,3,3,4,3,2,3,4,3,3,"Yes, first time, I will answer the following questions.",32,Female,Secondary education,European,3,5,6,3,5,4,5,3,5,5,--,ORIGINAL
round-2,shame,2188,2021/07/20 5:15:48 pm EET,12511b11e77c0fd9f016a620eaa1f7b4,1,1,1,1,1,4,3,4,2,1,2,4,I fell down in front of a great number of people when giving a speech,I fell down in front of a great number of people when giving a speech,minutes,days,4,3,4,3,2,1,5,3,3,3,4,2,4,4,3,3,5,1,3,3,2,4,5,"Yes, first time, I will answer the following questions.",39,Female,Undergraduate degree (BA/BSc/other),North American,5,1,6,2,7,5,7,1,5,1,--,ORIGINAL
round-5,surprise,52443,2021/10/06 3:00:32 pm EET,bd7b582e2dcfcb472fc671c4c2b01389,1,2,1,1,1,1,1,1,1,1,1,2,When I found I had passed my driving test,When I found I had passed my driving test,minutes,hours,5,5,4,1,1,5,1,5,1,5,1,5,5,2,5,5,1,4,1,1,5,1,5,"No, I participated before and answered the next set of questions.",56,Female,Graduate degree (MA/MSc/MPhil/other),European,5,2,7,1,6,3,7,2,7,1,The event really happened in my life.,COPIED FROM: text id 5572
round-5,surprise,52557,2021/10/06 6:35:49 pm EET,7962caeb96101ea9be0b04d0cebeb160,1,2,1,1,1,1,1,1,1,1,1,1,I got a new job,I got a new job,minutes,hours,5,5,3,1,1,5,1,5,1,5,4,1,5,5,5,1,1,5,1,1,5,1,1,"Yes, first time, I will answer the following questions.",28,Female,Undergraduate degree (BA/BSc/other),European,4,2,6,7,6,6,7,3,2,1,The event really happened in my life.,ORIGINAL
round-3,anger,3106,2021/09/03 4:24:03 pm EET,44f2e5ed07d458560fe14bf392aaa678,3,5,2,4,2,2,2,1,5,2,1,3,I feel anger when my mother and father don't understand my depression and anxiety.,I feel ... when my mother and father don't understand my depression and anxiety.,weeks,weeks,5,5,1,5,5,1,5,1,1,3,5,3,1,2,1,5,1,1,5,3,5,5,5,"Yes, first time, I will answer the following questions.",20,Female,High school,North American,1,4,7,7,3,7,7,2,1,1,--,ORIGINAL
round-3,no-emotion,3755,2021/09/03 9:58:04 pm EET,b54c99b125f75083765440a9aa38e91e,2,4,2,1,1,3,2,1,4,2,1,2,I watch most television programs.,I watch most television programs.,hours,I had none,1,5,1,5,5,3,2,1,1,1,1,5,3,1,1,1,1,1,1,1,4,1,1,"No, I participated before and answered the next set of questions.",30,Female,High school,North American,3,5,5,7,5,3,6,5,2,2,--,COPIED FROM: text id 3650
round-4,boredom,4162,2021/09/19 11:57:36 pm EET,c49f58fb67f679d6c4a3a648081f5f6f,1,3,1,1,1,3,3,1,2,1,1,3,I lack concentration,I lack concentration,minutes,hours,1,2,1,2,5,3,3,1,1,5,1,1,1,1,5,1,1,5,1,1,5,2,1,"No, I participated before and answered the next set of questions.",35,Female,High school,South Asian,3,4,5,2,7,5,7,2,7,2,--,COPIED FROM REJECTED: text id 448
round-4,anger,4116,2021/09/20 12:15:55 am EET,8cffb0b29bdc89c7190141c2ab939ac4,2,3,2,2,2,3,2,4,2,1,1,2,"I felt anger when I was betrayed by my wife. She actually went ahead and slept with another man behind my back. When I found out, I was so angry I had to voluntarily go on a leave at work because I couldn't concentrate.","I felt ... when I was betrayed by my wife. She actually went ahead and slept with another man behind my back. When I found out, I was so ... I had to voluntarily go on a leave at work because I couldn't concentrate.",days,days,5,5,5,1,1,1,5,5,1,1,5,5,1,3,1,5,1,1,5,5,5,5,5,"Yes, first time, I will answer the following questions.",29,Male,Doctorate degree (PhD/other),European,6,2,4,6,5,6,7,3,6,2,--,ORIGINAL
round-4,trust,41816,2021/09/20 1:06:35 am EET,af32fd6b09ee9c483ca592f7b205430d,1,3,2,3,5,1,1,2,5,5,1,1,"at work i made a mistake and my coworker rectified this mistake. their actions caused me to not get into a lot of trouble/ risk being fired. as a result, i really trusted my coworker and their integrity.","at work i made a mistake and my coworker rectified this mistake. their actions caused me to not get into a lot of trouble/ risk being fired. as a result, i really ... my coworker and their integrity.",hours,weeks,3,5,3,1,1,1,5,3,1,5,1,2,2,5,2,3,1,1,3,3,5,5,2,"No, I participated before and answered the next set of questions.",22,Female,Graduate degree (MA/MSc/MPhil/other),European,5,6,7,5,7,3,7,2,1,4,--,COPIED FROM: text id 41900
round-5,anger,567,2021/10/06 1:43:06 pm EET,02f999be521c967cde6ffb5e6e52deb7,1,1,1,1,1,2,2,1,1,1,2,1,"I felt anger when one of my friends decided not to show up for a musical performance at my school that we needed him to be involved in. It disrupted the day and we had to get someone else to play his part. It made me frustrated and angry to the point where I wanted to hit something or knock something over because he had done it before, and my friend was annoyed as well.","I felt ... when one of my friends decided not to show up for a musical performance at my school that we needed him to be involved in. It disrupted the day and we had to get someone else to play his part. It made me frustrated and ... to the point where I wanted to hit something or knock something over because he had done it before, and my friend was ... as well.",minutes,minutes,4,4,4,2,3,2,4,2,1,1,5,4,2,5,2,4,2,4,3,2,4,1,3,"No, I participated before and answered the next set of questions.",18,Male,No formal qualifications,Australian/New Zealander,7,5,5,2,7,2,5,2,6,1,The event really happened in my life.,COPIED FROM: text id 5355
round-5,disgust,5708,2021/10/06 3:47:23 pm EET,f20da0bdcba5f881a113f78685409535,4,2,2,1,1,2,1,1,1,1,1,1,when I see people abusing their animals.,when I see people abusing their animals.,weeks,weeks,4,5,1,1,1,1,4,2,1,1,5,2,1,3,1,5,1,1,5,5,5,5,3,"No, I participated before and answered the next set of questions.",23,Female,Graduate degree (MA/MSc/MPhil/other),European,4,5,4,5,7,5,4,1,7,4,The event really happened in my life.,COPIED FROM: text id 51596
round-5,disgust,5645,2021/10/06 3:50:41 pm EET,56090ce66d6463b70a7f604ee670596e,1,1,1,1,1,5,3,3,1,1,1,2,I felt disgust when a stranger made a rude comment to my friend,I felt ... when a stranger made a rude comment to my friend,seconds,days,5,5,5,4,3,1,5,1,3,1,5,3,1,4,1,5,1,3,4,4,4,4,5,"Yes, first time, I will answer the following questions.",18,Female,High school,European,5,1,7,1,5,5,7,2,6,2,The event really happened in my life.,ORIGINAL
round-5,surprise,52421,2021/10/06 3:19:29 pm EET,a731852174a5c1bb078192041f158d2e,1,1,1,1,1,5,1,4,1,1,1,5,When I discovered that my friend gossip about me,When I discovered that my friend gossip about me,days,hours,5,5,5,1,1,2,1,1,1,1,1,4,5,5,4,4,5,3,5,5,5,5,5,"No, I participated before and answered the next set of questions.",30,Male,Graduate degree (MA/MSc/MPhil/other),Hispanic/Latino,3,2,5,2,2,2,2,5,2,5,The event really happened in my life.,COPIED FROM REJECTED: text id 5569
round-5,no-emotion,51397,2021/10/06 2:53:34 pm EET,9dc726ebb7c8085dda42cdc8df20a500,1,4,1,1,1,2,1,1,2,1,1,2,Chilling on the sofa,Chilling on the sofa,hours,hours,1,5,1,5,1,5,1,1,1,5,1,1,2,2,3,1,1,4,1,1,1,1,1,"No, I participated before and answered the next set of questions.",21,Female,High school,European,1,4,6,6,5,7,7,2,4,5,The event really happened in my life.,COPIED FROM: text id 5550
round-5,pride,51707,2021/10/06 6:10:02 pm EET,d30a272a6f2c0e337381498d405e8aac,3,5,1,1,1,2,1,2,3,1,1,2,I felt pride in learning my new job all remotely during the pandemic,I felt ... in learning my new job all remotely during the pandemic,weeks,weeks,5,4,3,1,2,5,1,2,3,3,5,2,5,4,4,5,4,4,2,1,5,1,4,"No, I participated before and answered the next set of questions.",22,Female,Secondary education,British,2,2,4,7,5,7,5,2,5,5,The event really happened in my life.,COPIED FROM REJECTED: text id 51460
round-3,pride,3826,2021/09/03 10:23:07 pm EET,c7644636064f41de40397e04e6e0b4be,1,1,1,1,1,5,5,5,1,1,3,5,Watching my son walk into primary school for his first day in big school.,Watching my son walk into primary school for his first day in big school.,minutes,hours,5,5,3,1,5,5,1,5,1,5,5,5,5,5,5,5,5,5,1,1,5,1,5,"No, I participated before and answered the next set of questions.",32,Female,Undergraduate degree (BA/BSc/other),European,6,1,7,1,7,5,7,1,7,1,--,COPIED FROM: text id 3735
round-5,no-emotion,51422,2021/10/06 1:26:40 pm EET,c7a03efca57f3c58ebee744da9abe533,1,1,1,1,1,1,1,1,1,1,1,4,went to a meeting with a colleague to discuss progress of the business we have with them,went to a meeting with a colleague to discuss progress of the business we have with them,minutes,I had none,2,5,2,2,5,3,1,1,1,1,5,4,1,4,4,5,1,5,1,1,5,1,2,"No, I participated before and answered the next set of questions.",41,Female,Secondary education,European,6,2,7,5,5,3,7,1,6,3,The event really happened in my life.,COPIED FROM: text id 5336
round-5,surprise,52548,2021/10/06 6:32:48 pm EET,89dbeb1e59f29e5b0cb2ced8c5ad809d,1,3,1,1,1,1,1,1,1,1,1,1,I felt surprise because my boyfriend got me a gift out of nowhere,I felt ... because my boyfriend got me a gift out of nowhere,seconds,minutes,3,5,5,4,1,5,1,3,1,1,5,2,5,3,1,5,1,5,1,1,1,1,1,"No, I participated before and answered the next set of questions.",23,Female,Undergraduate degree (BA/BSc/other),European,6,3,7,6,7,6,7,5,5,1,The event really happened in my life.,COPIED FROM: text id 51533
round-3,pride,3877,2021/09/03 10:19:48 pm EET,1f34dc9886091167ffc17d0482b49675,1,2,1,3,1,1,1,1,1,1,2,1,I felt pride when I graduated from my bachelors of engineering because I nearly failed out in first year then graduated with a 4.0.,I felt ... when I graduated from my bachelors of engineering because I nearly failed out in first year then graduated with a 4.0.,days,weeks,5,5,4,4,2,4,1,4,1,5,1,2,5,4,4,2,1,4,1,1,1,1,2,"No, I participated before and answered the next set of questions.",23,Female,Undergraduate degree (BA/BSc/other),East Asian,5,3,6,5,6,6,6,6,5,2,--,COPIED FROM: text id 353
round-4,surprise,41657,2021/09/20 2:14:45 am EET,d6bfb552f0707e92b2892080a1c5a9ca,1,3,1,1,1,2,1,1,1,1,1,1,"I got a job offer from a law firm for a position in accounts payable with a salary of $54,000 per year.  I had left my last job several months ago and that job paid just over $40,000 per year.  I was looking to make at least that much at a new job, but preferably (and realistically) somewhere in the $43,000 - $46,000 range.  When I got the call from my recruiter, who I was working, telling me that the company wanted to hire me and offered me a salary of $54,000 per year, I was extremely surprised.","I got a job offer from a law firm for a position in accounts payable with a salary of $54,000 per year.  I had left my last job several months ago and that job paid just over $40,000 per year.  I was looking to make at least that much at a new job, but preferably (and realistically) somewhere in the $43,000 - $46,000 range.  When I got the call from my recruiter, who I was working, telling me that the company wanted to hire me and offered me a salary of $54,000 per year, I was extremely ....",minutes,hours,4,5,5,3,1,5,1,4,1,4,2,3,5,4,3,2,1,4,1,1,3,1,1,"No, I participated before and answered the next set of questions.",36,Male,Undergraduate degree (BA/BSc/other),North American,1,6,5,4,4,7,2,1,2,5,--,COPIED FROM: text id 41413
round-5,relief,52044,2021/10/06 6:15:50 pm EET,d2ca0f029b2c65f4ca0e4573dcc136f0,1,4,1,1,1,3,3,2,1,1,1,3,My son recently had a bad coughing spell in the middle of the night. He couldn't catch his breath. We were so scared he had covid. We made it to the ER within minutes and they instantly started treating him and he tested negative for covid. I was so relieved.,My son recently had a bad coughing spell in the middle of the night. He couldn't catch his breath. We were so scared he had covid. We made it to the ER within minutes and they instantly started treating him and he tested negative for covid. I was so ....,minutes,hours,5,5,5,1,1,1,5,3,4,1,1,1,1,5,3,3,5,3,1,1,5,1,5,"No, I participated before and answered the next set of questions.",36,Female,Undergraduate degree (BA/BSc/other),Prefer not to answer,7,2,7,2,7,1,6,5,6,1,The event really happened in my life.,COPIED FROM: text id 52250
round-3,no-emotion,3673,2021/09/03 9:56:18 pm EET,73fbc92e4df1e2fa18942bbba326c17d,1,2,1,1,1,1,1,1,1,1,1,1,I was eating my snack between classes today because I was focused on eating and nothing else in particular really.,I was eating my snack between classes today because I was focused on eating and nothing else in particular really.,minutes,seconds,2,5,2,5,5,3,2,3,1,5,1,3,3,2,5,1,1,1,1,1,1,1,2,"Yes, first time, I will answer the following questions.",19,Female,High school,North American,2,1,6,5,5,5,5,1,5,3,--,ORIGINAL
round-5,disgust,5557,2021/10/06 2:26:10 pm EET,2bb2aab01c4ea9cc9b3783e6ce4bc7ce,1,2,1,1,1,2,2,2,1,1,1,3,my brother talked about his poop while we were eating dinner,my brother talked about his poop while we were eating dinner,minutes,seconds,4,5,4,3,3,2,4,2,1,1,5,4,1,4,3,4,1,3,4,1,2,3,2,"Yes, first time, I will answer the following questions.",22,Female,High school,East Asian,4,3,4,4,5,5,5,5,6,3,The event really happened in my life.,ORIGINAL
round-3,trust,31350,2021/09/03 11:03:12 pm EET,70156a26f765ebf26e0089b01b76089c,2,5,2,2,2,2,2,4,4,2,2,2,I feel trust whenever people tell me their secrets and tell me that I'm one of the only people to know. I love knowing things other people don't and I'm a great secret keeper.,I feel ... whenever people tell me their secrets and tell me that I'm one of the only people to know. I love knowing things other people don't and I'm a great secret keeper.,weeks,weeks,5,5,1,5,5,5,1,3,4,5,5,3,5,5,4,5,1,5,1,1,5,1,1,"No, I participated before and answered the next set of questions.",20,Female,High school,North American,5,6,7,7,3,7,7,7,2,6,--,COPIED FROM: text id 3224
round-5,relief,51876,2021/10/06 3:00:20 pm EET,b07d02ba5ecef323eaa1012c1e6cd900,1,1,1,1,1,4,5,2,1,1,1,5,I found over a hundred dollars in my pocket when I needed to pay rent and had thought I didn't have enough.,I found over a hundred dollars in my pocket when I needed to pay rent and had thought I didn't have enough.,seconds,weeks,5,5,5,4,2,5,1,4,1,5,2,1,5,4,5,2,1,3,1,1,5,1,2,"No, I participated before and answered the next set of questions.",35,Female,Undergraduate degree (BA/BSc/other),American,6,1,7,2,7,3,7,2,7,1,The event really happened in my life.,COPIED FROM: text id 52317
round-3,sadness,31042,2021/09/03 10:36:34 pm EET,6208adbd6814fafd6f90b440a8cc6fb7,1,1,1,1,1,3,3,2,1,1,1,1,"I felt sadness when my grandmother died. She was bedridden for about a week, then passed while I sat with my family outside her bedroom. It was not unexpected, but was very sad.","I felt ... when my grandmother died. She was bedridden for about a week, then passed while I sat with my family outside her bedroom. It was not unexpected, but was very ....",days,weeks,4,5,2,3,4,1,5,2,5,1,1,4,1,5,2,1,5,4,1,1,4,1,3,"Yes, first time, I will answer the following questions.",27,Female,Undergraduate degree (BA/BSc/other),North American,6,1,6,4,5,3,7,1,5,4,--,ORIGINAL
round-5,shame,52348,2021/10/06 2:46:29 pm EET,edce390643cc1e73785b5aa6c9db70c9,1,1,1,1,1,4,2,3,2,1,4,4,i felt shame when i was in the university during my educational days because i wasn't able to answer a specific question i was asked during the lecture,i felt ... when i was in the university during my educational days because i wasn't able to answer a specific question i was asked during the lecture,hours,hours,5,5,5,1,1,1,5,4,4,3,2,5,1,1,1,1,1,1,5,1,5,5,5,"No, I participated before and answered the next set of questions.",33,Male,Graduate degree (MA/MSc/MPhil/other),African,5,2,6,1,7,7,7,1,7,1,The event really happened in my life.,COPIED FROM: text id 51207
round-6,no-emotion,6593,2021/11/01 10:00:40 pm CET,d8205beeabc0fa1993d04a0755ed814c,4,2,2,2,3,2,3,3,3,1,2,2,I attended a football match with my son and the home team that we were 'supporting' won but I am not interested in football and it didn't affect me that they won.,I attended a football match with my son and the home team that we were 'supporting' won but I am not interested in football and it didn't affect me that they won.,hours,I had none,1,5,1,2,2,2,3,3,1,5,4,4,4,3,2,5,4,4,3,1,4,2,3,"No, I participated before and answered the next set of questions.",35,Female,Undergraduate degree (BA/BSc/other),European,5,3,5,5,5,6,6,2,5,2,The event really happened in my life.,COPIED FROM REJECTED: text id 6514
round-4,fear,4514,2021/09/20 1:32:53 am EET,f52966aa53c6de1eea9111b7d0feaffb,1,3,1,1,1,1,1,1,1,1,1,1,I had my first car crash,I had my first car crash,minutes,weeks,5,5,5,1,1,1,5,5,5,3,3,2,1,5,3,3,1,2,5,1,5,5,5,"No, I participated before and answered the next set of questions.",28,Female,Secondary education,British,3,5,6,5,7,5,7,3,1,5,--,COPIED FROM: text id 459
round-3,anger,355,2021/09/03 4:39:15 pm EET,0d300441f4bccbf79601c44298c8534d,1,1,1,1,1,1,1,1,1,1,1,1,"I felt anger when my sister, after continuously ignoring my clear boundary of entering my private space and home without my knowledge or permission, became angry with me for changing the locks and refusing to give her a key.","I felt ... when my sister, after continuously ignoring my clear boundary of entering my private space and home without my knowledge or permission, became ... with me for changing the locks and refusing to give her a key.",minutes,hours,4,5,3,5,4,1,5,4,1,1,5,3,3,4,3,4,1,5,3,5,5,2,5,"Yes, first time, I will answer the following questions.",29,Male,Undergraduate degree (BA/BSc/other),European,2,3,5,3,6,6,6,2,5,1,--,ORIGINAL
round-5,disgust,5664,2021/10/06 1:51:05 pm EET,bf317ff061957293b615bf57c815ce99,1,2,1,1,1,1,1,1,1,1,1,1,I learned of the behaviour of a local restaurant,I learned of the behaviour of a local restaurant,seconds,seconds,3,5,4,1,1,1,5,5,1,1,5,1,1,1,1,5,1,5,5,5,1,5,1,"No, I participated before and answered the next set of questions.",37,Male,High school,European,5,4.3,2.7,4.3,5,5.3,5,5,4,4.3,The event really happened in my life.,"AVERAGED: text id 51087, 51118, 52139"
round-3,no-emotion,3660,2021/09/03 9:30:30 pm EET,2f75935a85adf049bf05a0a65b9d3201,2,3,1,1,1,2,1,1,3,1,1,2,I go hiking and reach the summit.,I go hiking and reach the summit.,hours,minutes,5,5,1,4,4,3,3,4,1,5,4,5,4,4,5,5,5,5,5,1,5,1,5,"No, I participated before and answered the next set of questions.",26,Female,Undergraduate degree (BA/BSc/other),White American,5,2,6,6,6,3,7,3,2,1,--,COPIED FROM REJECTED: text id 3560
