round_number,emotion,text_id,timestamp,prolific_id,anger,boredom,disgust,fear,guilt,joy,pride,relief,sadness,shame,surprise,trust,generated_text,hidden_emo_text,event_duration,emotion_duration,intensity,confidence,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,previous_participation,age,gender,education,ethnicity,extravert,critical,dependable,anxious,open,quiet,sympathetic,disorganized,calm,conventional,did_you_lie?,original_demographics
round-7,pride,7133,2021/11/10 12:26:27 am CET,ac9a3d6f8c0164d98df07c8d21efe239,3,1,1,3,3,3,4,5,2,2,4,3,moved into my first flat (moving out of parents house),moved into my first flat (moving out of parents house),days,weeks,5,5,4,2,2,5,4,5,1,5,3,3,5,3,4,3,1,1,1,1,5,1,5,"No, I participated before and answered the next set of questions.",25,Female,High school,African,4,2,3,5,7,3,6,4,4,2,The event really happened in my life.,COPIED FROM: text id 717
round-4,pride,41115,2021/09/20 12:55:31 am EET,f9f5d01311e23769b4cacd22e498bfe8,1,2,1,1,1,1,1,3,1,1,1,1,I felt pride when I got a promotion,I felt ... when I got a promotion,weeks,hours,3,5,1,1,1,5,1,1,5,5,1,2,3,5,3,2,1,1,3,1,5,1,3,"Yes, first time, I will answer the following questions.",20,Female,High school,European,4,4,6,2,5,1,4,4,4,4,--,ORIGINAL
round-7,pride,7111,2021/11/09 11:48:48 pm CET,4fc4a5629563658a89aa0f519d77450b,1,2,1,1,2,4,1,1,3,1,1,1,when i read the correspondence from my fathers colleagues and friends after he died and realised how well thought of he was,when i read the correspondence from my fathers colleagues and friends after he died and realised how well thought of he was,weeks,weeks,5,5,4,1,5,5,1,5,5,1,5,3,4,3,1,5,4,5,1,1,5,1,5,"No, I participated before and answered the next set of questions.",47,Female,Graduate degree (MA/MSc/MPhil/other),European,3,3,4,2,7,5,7,5,6,1,The event really happened in my life.,COPIED FROM: text id 775
round-5,anger,5204,2021/10/06 3:25:34 pm EET,3c88e367f42e666466087bbba9933da8,3,1,2,1,2,4,2,4,1,2,4,5,I felt angry few days back when my car engine got stucked on my way to work. I couldn't  do anything because  there was no car servicing personnel  around that area.,I felt ... few days back when my car engine got stucked on my way to work. I couldn't  do anything because  there was no car servicing personnel  around that area.,hours,hours,5,5,5,4,1,1,5,4,4,3,1,3,4,5,5,3,4,2,4,1,5,5,5,"No, I participated before and answered the next set of questions.",39,Male,Graduate degree (MA/MSc/MPhil/other),North American,6,4,7,2,7,6,7,1,7,4,The event really happened in my life.,COPIED FROM: text id 5539
round-5,trust,52892,2021/10/06 6:41:29 pm EET,0fff769efb723849e7fd45afb7c372fa,1,1,1,1,1,5,4,4,1,1,1,5,she said she loves me at the time i needed one,she said she loves me at the time i needed one,minutes,weeks,4,5,4,4,4,4,1,5,4,2,3,1,5,4,2,3,1,1,1,1,4,1,3,"Yes, first time, I will answer the following questions.",41,Male,Graduate degree (MA/MSc/MPhil/other),Indigenous,1,1,7,1,7,7,7,1,7,5.7,The event really happened in my life.,"AVERAGED: text id 51985, 52591, 52892"
round-2,anger,210,2021/07/20 7:51:23 pm EET,17220e612ae7550dbdcf31ac8b40ebb7,1,1,1,1,1,2,2,1,1,1,1,1,a granparent died,a granparent died,weeks,weeks,5,5,3,2,2,1,5,2,3,1,1,2,1,4,1,2,4,3,3,1,5,3,5,"No, I participated before and answered the next set of questions.",30,Female,Graduate degree (MA/MSc/MPhil/other),European,5,4,6,5,6,6,7,2,5,2,--,COPIED FROM: text id 2104
round-5,boredom,5246,2021/10/06 1:38:35 pm EET,cdb20b2c8f34b75a5d3cfa5ed5a96c4a,1,2,1,1,1,1,1,1,1,1,1,2,I need to write a lot of reports for work.,I need to write a lot of reports for work.,weeks,hours,4,5,1,4,4,2,4,3,1,5,1,4,1,3,5,1,1,3,4,1,4,4,3,"No, I participated before and answered the next set of questions.",32,Female,Doctorate degree (PhD/other),European,6,2,3,2,6,4,6,5,7,1,The event really happened in my life.,COPIED FROM: text id 536
round-5,disgust,5544,2021/10/06 1:06:01 pm EET,3a9d991d1d9ec6f1a0edca04e2d5f65a,2,4,1,2,1,3,1,1,2,1,2,3,I felt Disgust when I saw a dead dog by the side of the street filled with maggots,I felt ... when I saw a dead dog by the side of the street filled with maggots,seconds,minutes,3,4,5,1,1,1,4,1,3,1,3,1,1,1,1,1,3,5,3,1,3,5,2,"No, I participated before and answered the next set of questions.",22,Male,Undergraduate degree (BA/BSc/other),European,3,2,5,4,5,6,6,3,6,3,The event really happened in my life.,COPIED FROM: text id 5816
round-5,pride,51714,2021/10/06 6:13:46 pm EET,89ff341bd600c6c98fb9801e1f510ede,1,2,1,1,1,1,1,1,1,1,1,1,I played above my own standards in a match of League of Legends,I played above my own standards in a match of League of Legends,minutes,minutes,3,4,4,3,3,5,1,1,2,4,4,1,2,5,5,4,2,5,1,1,5,1,1,"Yes, first time, I will answer the following questions.",27,Female,High school,North American,3,1,4,4,7,7,2,4,6,7,The event really happened in my life.,ORIGINAL
round-5,no-emotion,51420,2021/10/06 1:18:31 pm EET,5ef572df9b4b7b5e890c3f594abcf111,1,3,1,1,1,1,1,1,1,1,1,3,I heard my aunt died.,I heard my aunt died.,seconds,minutes,4,5,5,1,1,1,5,1,5,1,1,3,1,2,1,1,5,3,3,1,4,1,1,"No, I participated before and answered the next set of questions.",27,Female,Undergraduate degree (BA/BSc/other),Australian/New Zealander,2,2,2,4,4,5,4,6,3,2,The event really happened in my life.,COPIED FROM: text id 593
round-5,guilt,5985,2021/10/06 2:38:34 pm EET,b1d1dd1ce38a49f97ec3af3dc0ab7231,1,1,1,1,1,1,1,1,1,1,1,1,"I overreacted in front of my wife and two daughter, lost control, yelled inappropriately, stormed off for hours , made them all cry.","I overreacted in front of my wife and two daughter, lost control, yelled inappropriately, stormed off for hours , made them all cry.",hours,weeks,5,5,5,3,2,1,5,3,4,5,3,3,1,2,2,2,1,1,5,3,4,3,4,"No, I participated before and answered the next set of questions.",53,Male,Undergraduate degree (BA/BSc/other),North American,3,6,6,5,7,5,4,2,3,2,The event really happened in my life.,COPIED FROM: text id 5571
round-3,no-emotion,3760,2021/09/03 10:09:01 pm EET,ac6a4e91d29b7f329db3f3f2c1d56a01,1,1,1,1,1,1,1,1,1,1,1,3,"when my son cancelled our plans to go on a hike today. We had made plans yesterday, but I was not sure if he would follow through with them.","when my son cancelled our plans to go on a hike today. We had made plans yesterday, but I was not sure if he would follow through with them.",minutes,seconds,1,5,3,4,4,1,4,1,1,2,4,4,3,1,3,4,1,4,3,3,2,3,1,"Yes, first time, I will answer the following questions.",60,Male,Undergraduate degree (BA/BSc/other),North American,1,3,4,6,4,7,5,6,5,6,--,ORIGINAL
round-4,fear,4502,2021/09/20 1:11:10 am EET,1c6a8eb893404edeb58981b5f8b084bb,1,1,1,1,1,1,1,1,2,1,1,1,I felt fear when I almost got caught taking a sick day from work when I wasnt actually sick,I felt ... when I almost got caught taking a sick day from work when I wasnt actually sick,minutes,hours,4,4,3,2,4,1,4,1,1,5,1,3,1,4,5,1,1,3,4,1,3,3,3,"No, I participated before and answered the next set of questions.",22,Female,No formal qualifications,European,5,3,6,6,5,5,6,3,6,5,--,COPIED FROM: text id 4147
round-5,sadness,52052,2021/10/06 2:55:33 pm EET,c19e5358b4d473a7077f0f23b4e8a2a9,1,1,1,1,1,2,1,2,2,1,1,2,I had to become my mums,I had to become my mums,weeks,weeks,5,5,4,1,3,1,5,5,4,1,1,1,1,4,1,1,4,5,3,1,5,3,5,"No, I participated before and answered the next set of questions.",25,Female,Graduate degree (MA/MSc/MPhil/other),European,5,5,7,7,5,5,6,6,4,2,The event really happened in my life.,COPIED FROM: text id 51137
round-5,joy,51209,2021/10/06 4:52:14 pm EET,da97457de08705fbb071a80f4fc9a1e2,1,1,1,1,1,3,2,3,1,1,1,4,we went on a family day trip to a balloon festival as it waz the first time we had ever been to one.,we went on a family day trip to a balloon festival as it waz the first time we had ever been to one.,hours,hours,3,5,1,1,3,5,1,1,1,1,1,3,5,1,3,3,4,5,1,1,1,1,3,"Yes, first time, I will answer the following questions.",44,Female,Secondary education,European,5,3,6,2,6,5,6,4,6,6,The event really happened in my life.,ORIGINAL
round-4,joy,4728,2021/09/20 12:34:18 am EET,1ae70ca62bcbcc0ef3d4eb3fc89fd0f0,1,2,1,1,1,4,1,5,2,1,1,5,I felt joy when I got my new car because I had only had cheap run-around cars before it and it was my first experience of a nice car of my own.,I felt ... when I got my new car because I had only had cheap run-around cars before it and it was my first experience of a nice car of my own.,days,weeks,4,4,1,2,5,5,1,4,2,5,1,4,5,3,4,2,1,3,1,1,4,1,3,"No, I participated before and answered the next set of questions.",23,Male,High school,European,5,3,7,5,6,3,6,2,5,2,--,COPIED FROM: text id 4396
round-4,disgust,4353,2021/09/20 1:04:32 am EET,073f23c3686178193a2da4ccc9e97858,1,3,1,1,1,3,1,1,1,1,1,4,people blame others for their mistakes.,people blame others for their mistakes.,weeks,hours,4,2,4,3,3,1,4,2,3,1,4,2,1,3,1,4,2,3,3,2,3,1,1,"Yes, first time, I will answer the following questions.",28,Female,Undergraduate degree (BA/BSc/other),North American,2,5,5,3,3,5,4,3,5,4,--,ORIGINAL
round-3,pride,3815,2021/09/03 10:16:36 pm EET,b54c99b125f75083765440a9aa38e91e,2,1,2,1,1,2,2,1,2,1,1,2,I see my oldest daughter spending time with her younger siblings.,I see my oldest daughter spending time with her younger siblings.,minutes,hours,5,5,1,5,5,5,1,3,1,2,5,4,4,2,4,5,1,2,1,1,4,1,2,"No, I participated before and answered the next set of questions.",30,Female,High school,North American,3,5,5,7,5,3,6,5,2,2,--,COPIED FROM: text id 3650
round-3,disgust,3280,2021/09/03 5:30:19 pm EET,246f947c5e9ebf2438601382eb34f17b,1,3,1,1,1,1,1,1,1,1,1,1,Letting potatoes sit on the top shelf of a cabinet and forgetting about them. They were the most wiggliest bag of potatoes I ever touched,Letting potatoes sit on the top shelf of a cabinet and forgetting about them. They were the most wiggliest bag of potatoes I ever touched,minutes,hours,4,5,5,2,3,1,5,1,5,5,1,1,1,5,3,1,1,5,1,1,3,3,2,"Yes, first time, I will answer the following questions.",24,Female,Undergraduate degree (BA/BSc/other),European,1,4,5,7,7,7,7,5,5,1,--,ORIGINAL
round-6,no-emotion,6585,2021/11/01 9:58:08 pm CET,9d1315ae2603a859f8fadc9b7db9ebb0,1,2,1,1,1,1,1,1,4,1,1,1,I got my covid booster as the process was really smooth and quick,I got my covid booster as the process was really smooth and quick,minutes,I had none,3,5,1,2,4,3,3,4,1,1,1,4,4,1,1,3,1,3,1,1,3,1,1,"Yes, first time, I will answer the following questions.",49,Female,Graduate degree (MA/MSc/MPhil/other),European,3,5,6,3,6,4,5,2,5,4,The event really happened in my life.,ORIGINAL
round-4,pride,41114,2021/09/20 12:53:18 am EET,f7a7ff103eb75f0ef7b4d053a2115aef,2,5,1,1,1,3,4,1,3,1,1,2,"i exclusively breastfed my son for 8 weeks, even though he had a severe tongue tie.","i exclusively breastfed my son for 8 weeks, even though he had a severe tongue tie.",weeks,weeks,5,5,1,1,1,1,5,4,5,3,1,2,2,4,5,4,3,2,5,1,5,1,5,"No, I participated before and answered the next set of questions.",24,Female,Secondary education,European,1,2,6,3,6,6,7,2,5,4,--,COPIED FROM: text id 4243
round-3,pride,3849,2021/09/03 10:27:35 pm EET,f2d92951a76c90c08923ff11738b40de,1,3,1,1,1,1,1,2,1,1,1,1,I got accepted to my university program,I got accepted to my university program,weeks,days,4,4,4,2,3,4,1,4,1,4,4,5,4,4,4,4,1,4,1,1,2,1,3,"Yes, first time, I will answer the following questions.",21,Female,High school,European,2,1,6,6,4,5,5,2,4,2,--,ORIGINAL
round-5,relief,51870,2021/10/06 2:14:44 pm EET,6eaa8dd5104e4d806c966d33edcd38aa,1,2,1,1,1,1,1,1,1,1,1,1,Something wasn't true which I believed was.,Something wasn't true which I believed was.,seconds,hours,4,4,2,2,3,4,3,5,3,3,4,5,2,4,2,4,2,2,5,4,4,4,4,"Yes, first time, I will answer the following questions.",27,Female,Graduate degree (MA/MSc/MPhil/other),European,2,5,6,5,5,6,7,2,6,4,The event really happened in my life.,ORIGINAL
round-6,pride,6695,2021/11/01 9:51:25 pm CET,5991005bcef35566d93e970f70defbf4,1,1,1,1,1,1,1,1,1,1,1,2,somebody commented how well behaved the grandchildren were when out with me,somebody commented how well behaved the grandchildren were when out with me,hours,hours,5,5,4,2,1,5,1,3,2,2,5,1,3,4,1,5,1,1,1,1,5,1,1,"No, I participated before and answered the next set of questions.",45,Female,High school,European,1,5,5,6,6,7,6,1,4,3,The event really happened in my life.,COPIED FROM: text id 6333
round-6,guilt,6409,2021/11/01 8:57:59 pm CET,3eedabaeacbed044b1ac4514c0daaffb,1,2,1,2,2,1,1,1,1,2,1,3,when I think about leaving my career to raise my kids.,when I think about leaving my career to raise my kids.,seconds,seconds,3,5,1,2,3,2,2,5,1,3,3,4,4,1,5,3,1,3,1,1,5,1,5,"Yes, first time, I will answer the following questions.",36,Male,Undergraduate degree (BA/BSc/other),50/50 Hispanic / North American White,4,5,6,4,5,5,3,1,6,1,The event really happened in my life.,ORIGINAL
round-4,joy,4749,2021/09/20 1:43:07 am EET,c6076ebc30f26bee41761b0744f94dff,1,2,1,1,1,1,1,1,2,1,1,2,I scored a try during my rugby game,I scored a try during my rugby game,minutes,minutes,4,3,2,3,3,4,2,3,1,5,3,4,4,1,4,4,1,1,1,1,5,1,3,"Yes, first time, I will answer the following questions.",18,Female,High school,European,5,5,6,3,5,5,2,2,5,4,--,ORIGINAL
round-3,sadness,31031,2021/09/03 10:36:54 pm EET,bc1ec245e40632a2789fb09f05f7e608,2,1,1,2,2,2,3,1,4,1,1,4,my cousin died,my cousin died,weeks,weeks,5,5,2,1,4,1,5,5,5,1,1,5,1,2,1,1,5,1,5,1,5,2,5,"Yes, first time, I will answer the following questions.",22,Female,Graduate degree (MA/MSc/MPhil/other),White British,3,6,7,7,2,3,5,5,1,1,--,ORIGINAL
round-5,joy,51283,2021/10/06 4:37:08 pm EET,e9b32d000befdeff9f3c92ac969c88ef,2,3,2,1,1,2,1,1,2,2,1,2,I met my cousin's new kittens.,I met my cousin's new kittens.,hours,hours,3,4,1,4,5,5,1,2,1,2,2,4,5,4,4,4,1,3,1,1,3,1,2,"Yes, first time, I will answer the following questions.",23,Female,Undergraduate degree (BA/BSc/other),European,2,3,6,7,5,7,5,5,3,3,The event really happened in my life.,ORIGINAL
round-5,boredom,5434,2021/10/06 3:29:47 pm EET,dab09d366040e74bc84b76a9ae99b7d8,1,2,1,1,1,2,1,2,1,1,1,1,I had to attend a shakespeare play with my english class,I had to attend a shakespeare play with my english class,hours,hours,4,4,2,2,4,2,3,1,1,2,5,4,2,2,3,5,1,5,1,1,3,3,2,"No, I participated before and answered the next set of questions.",20,Female,High school,European,3,3,6,5,5,6,6,2,5,5,The event really happened in my life.,COPIED FROM: text id 51113
round-5,anger,5205,2021/10/06 3:25:53 pm EET,33aba783cd9f3fdbf70b7bb2aca53498,1,2,1,1,1,3,3,2,2,1,1,1,I was let down by a friend,I was let down by a friend,hours,days,4,5,4,1,2,1,5,2,1,2,5,4,2,4,3,5,1,2,4,1,4,4,2,"Yes, first time, I will answer the following questions.",57,Female,Graduate degree (MA/MSc/MPhil/other),East Asian,2,2,5,2,5,3,5,4,5,5,The event really happened in my life.,ORIGINAL
round-3,fear,3439,2021/09/03 6:01:12 pm EET,1925b8906423e86da9284cba55d0de98,2,3,4,3,2,3,4,3,3,4,3,4,When i loose in lottery.,When i loose in lottery.,days,days,4,4,4,2,4,4,2,4,4,2,4,2,2,4,2,4,2,4,4,2,4,2,4,"Yes, first time, I will answer the following questions.",43,Male,Graduate degree (MA/MSc/MPhil/other),European,4.7,5,4.7,5,4.7,4.7,4.3,4.7,5,5.3,--,"AVERAGED: text id 327, 3146, 3439"
round-4,fear,4535,2021/09/20 1:41:26 am EET,d6bfb552f0707e92b2892080a1c5a9ca,1,3,1,1,1,2,1,1,1,1,1,1,"One day about 2 years ago, my abdomen started to hurt really freaking bad, like a pain that I had never felt before.  It was so bad that I called my mom and drove myself to the ER because I thought maybe my appendix had burst.  My brother had it happen to him and he had to have an appendectomy and he said it hurt like hell.  I was extremely scared that that's what it was and I was going to have to have an appendectomy as well, but shortly after I got to the ER, the pain subsided and never came back.  I still have no idea what happened.","One day about 2 years ago, my abdomen started to hurt really freaking bad, like a pain that I had never felt before.  It was so bad that I called my mom and drove myself to the ER because I thought maybe my appendix had burst.  My brother had it happen to him and he had to have an appendectomy and he said it hurt like hell.  I was extremely ... that that's what it was and I was going to have to have an appendectomy as well, but shortly after I got to the ER, the pain subsided and never came back.  I still have no idea what happened.",hours,hours,5,5,5,1,1,1,5,4,5,1,1,1,1,5,1,1,5,1,1,1,5,4,5,"No, I participated before and answered the next set of questions.",36,Male,Undergraduate degree (BA/BSc/other),North American,1,6,5,4,4,7,2,1,2,5,--,COPIED FROM: text id 41413
round-4,no-emotion,4996,2021/09/20 1:32:32 am EET,473cb889d5251e5d1db3426994eff442,1,1,1,1,1,1,1,1,1,1,1,1,A friend I usually hang out with told me she was moving 2 hours away.,A friend I usually hang out with told me she was moving 2 hours away.,days,seconds,1,4,5,3,1,1,1,1,4,1,5,1,1,4,1,5,1,5,1,1,5,1,1,"No, I participated before and answered the next set of questions.",22,Female,High school,European,2,5,6,6,5,7,5,1,4,1,--,COPIED FROM: text id 41449
round-6,no-emotion,6562,2021/11/01 9:44:11 pm CET,c815fdee45474b4157cbb87579be31c6,1,1,1,1,1,4,4,4,1,1,1,1,My most recent journey on public transport,My most recent journey on public transport,minutes,I had none,1,4,1,5,5,3,3,1,1,2,1,4,3,3,4,4,2,4,2,1,2,2,1,"No, I participated before and answered the next set of questions.",23,Female,High school,British,1,5,6,7,2,7,7,4,3,6,The event really happened in my life.,COPIED FROM: text id 6377
round-3,disgust,3329,2021/09/03 5:09:11 pm EET,6770b7b28fb532a9c3927793876e8013,1,4,2,2,1,2,3,4,2,1,1,1,"I started a new job and was requested to come in earlier than my shift would actually start, and work, without pay. I would also be asked to work 6, 7 8, 9 and sometime 10 days in a row. The lack of respect towards their workers made me feel such disgust.","I started a new job and was requested to come in earlier than my shift would actually start, and work, without pay. I would also be asked to work 6, 7 8, 9 and sometime 10 days in a row. The lack of respect towards their workers made me feel such ....",weeks,weeks,5,5,2,4,1,1,5,4,1,1,5,1,1,1,1,5,1,3,5,4,3,4,5,"Yes, first time, I will answer the following questions.",24,Female,Undergraduate degree (BA/BSc/other),European,5,5,5,7,6,5,5,3,2,2,--,ORIGINAL
round-3,surprise,31273,2021/09/03 9:40:36 pm EET,71725afa76786ee8ed9538a68b884dd1,1,4,3,1,1,1,1,1,3,1,1,3,"I felt surprised when my partner accused me of doing less household chores than him. I cook every night 7 days a week, and do some of the other chores and pay all the bills and worked a full time 60 hour a week job with him along with a second job. he just does some of the laundry and sweeps and does some of the dishes.","I felt ... when my partner accused me of doing less household chores than him. I cook every night 7 days a week, and do some of the other chores and pay all the bills and worked a full time 60 hour a week job with him along with a second job. he just does some of the laundry and sweeps and does some of the dishes.",weeks,weeks,5,5,2,3,4,1,5,3,1,1,5,4,1,5,1,5,1,3,5,4,5,5,5,"Yes, first time, I will answer the following questions.",32,Female,High school,North American,5,2,7,2,7,4,5,2,5,2,--,ORIGINAL
round-5,boredom,5308,2021/10/06 1:49:38 pm EET,b4892c3eef632d22ae412f18481f2dd5,1,1,1,1,1,1,1,1,2,1,1,3,I had to accompany an elderly relative on a tour of a stately home.,I had to accompany an elderly relative on a tour of a stately home.,hours,hours,3,5,3,3,3,2,4,3,1,3,3,3,3,3,4,5,1,5,2,1,3,4,2,"No, I participated before and answered the next set of questions.",44,Female,Undergraduate degree (BA/BSc/other),European,3,5,6,7,4,3,7,2,3,4,The event really happened in my life.,COPIED FROM: text id 531
round-3,trust,31311,2021/09/03 10:59:54 pm EET,779ffc5af31d8a273a59ce1cadc36be4,1,5,1,1,1,2,1,1,1,1,1,1,my manager trusted me to run the shop while he was on holiday,my manager ... me to run the shop while he was on holiday,weeks,weeks,4,4,1,4,4,5,2,4,1,4,4,4,4,1,5,3,1,3,1,1,5,2,5,"No, I participated before and answered the next set of questions.",25,Female,Undergraduate degree (BA/BSc/other),European,2,6,5,6,3,6,6,3,2,3,--,COPIED FROM: text id 31054
round-5,surprise,52430,2021/10/06 3:21:31 pm EET,a579784a1d81222bec680d9c0b8d8d6b,1,1,1,1,1,1,1,1,1,1,1,1,I dropped my water bottle on my toe,I dropped my water bottle on my toe,seconds,days,5,4,5,2,1,1,5,2,4,4,1,3,1,5,1,1,5,5,1,1,5,5,2,"No, I participated before and answered the next set of questions.",25,Female,Undergraduate degree (BA/BSc/other),European,2,7,3,7,3,7,4,4,1,2,The event really happened in my life.,COPIED FROM: text id 51173
round-5,no-emotion,51517,2021/10/06 5:17:37 pm EET,a74c7e03b36527253f259d8be5b35944,1,2,1,3,3,1,1,1,4,4,1,1,I felt no particular emotion when I worked on a knitting project,I felt ... when I worked on a knitting project,hours,I had none,2,5,1,5,5,5,2,3,1,5,1,3,4,3,5,1,1,4,1,1,5,1,3,"No, I participated before and answered the next set of questions.",27,Gender Variant/Non-Conforming,Undergraduate degree (BA/BSc/other),North American,1,4,4,5,5,6,6,4,2,1,The event really happened in my life.,COPIED FROM: text id 51249
round-5,fear,5782,2021/10/06 2:40:30 pm EET,d25dfce505bdd1f8c8f790c1a88e049b,1,2,1,1,1,3,1,2,1,1,1,2,"I felt fear when my family house burnt down in 2016. Me and my dad were home and we had just returned from an outing. I was upstairs getting dressed and he was downstairs on the computer, and I could hear a popping sound. I thought that it was just the bathroom tap leaking but I still told my dad. He immediately thought it was an electrical issue so he turned off the house electricity from the mains. He stepped out of the house and all we could see was the roof on fire. I stupidly ran back in the house to get my phone and inhalers and he shouted me down, moved the  cars out of the driveway. The whole street was watching whilst the house was on fire, we'd called the fire engines and the police. My mum was called from work and when she turned onto the street she collapsed in shock, my dad was a mess and crying and running about. I was calm but inside I was scared. We were given a hotel from ther insurance company and it wasn't until the next day when we went to see the damage and all of the roof was gone, our bedrooms completely burnt down. I felt fear at that point.","I felt ... when my family house burnt down in 2016. Me and my dad were home and we had just returned from an outing. I was upstairs getting dressed and he was downstairs on the computer, and I could hear a popping sound. I thought that it was just the bathroom tap leaking but I still told my dad. He immediately thought it was an electrical issue so he turned off the house electricity from the mains. He stepped out of the house and all we could see was the roof on fire. I stupidly ran back in the house to get my phone and inhalers and he shouted me down, moved the  cars out of the driveway. The whole street was watching whilst the house was on fire, we'd called the fire engines and the police. My mum was called from work and when she turned onto the street she collapsed in shock, my dad was a mess and crying and running about. I was calm but inside I was .... We were given a hotel from ther insurance company and it wasn't until the next day when we went to see the damage and all of the roof was gone, our bedrooms completely burnt down. I felt ... at that point.",days,weeks,4,5,4,2,2,1,5,3,4,1,1,1,2,5,1,2,4,3,2,1,4,2,2,"Yes, first time, I will answer the following questions.",21,Female,Undergraduate degree (BA/BSc/other),African,6,4,5,2,5,2,6,2,4,2,The event really happened in my life.,ORIGINAL
round-4,shame,41594,2021/09/20 12:54:01 am EET,055520be61515180d53ea1c91d8083f2,1,3,1,1,1,1,1,1,1,1,1,1,Didnt get my driving test,Didnt get my driving test,days,days,3,5,2,4,3,1,4,5,1,5,1,4,3,2,5,1,1,4,1,1,1,2,3,"No, I participated before and answered the next set of questions.",31,Female,Undergraduate degree (BA/BSc/other),European,5,6,6,6,6,6,7,2,4,3,--,COPIED FROM: text id 4274
round-6,boredom,6119,2021/11/01 8:47:06 pm CET,61e71fa68b067922f6bbfdb6b58399d2,1,1,1,1,1,3,1,2,1,1,1,3,I was at work in silence.,I was at work in silence.,minutes,minutes,2,5,2,4,2,2,2,2,2,4,1,4,2,2,2,2,2,4,2,1,4,3,1,"No, I participated before and answered the next set of questions.",44,Female,Undergraduate degree (BA/BSc/other),European,5,5,5,3,6,4,6,5,5,6,The event really happened in my life.,COPIED FROM: text id 635
round-3,sadness,31109,2021/09/03 10:30:40 pm EET,d3913f295c8ffcebdef3e667d5bbbeaf,1,1,1,2,2,1,1,1,3,1,1,2,I felt sadness the day my childhood pet died because the situation could have been avoided if I had acted sooner.,I felt ... the day my childhood pet died because the situation could have been avoided if I had acted sooner.,weeks,weeks,5,5,5,5,1,1,5,4,4,4,1,1,1,5,1,3,5,1,4,1,5,1,5,"No, I participated before and answered the next set of questions.",33,Female,Undergraduate degree (BA/BSc/other),African,2,6,7,2,6,7,6,2,7,1,--,COPIED FROM: text id 3801
round-2,fear,260,2021/07/20 4:58:08 pm EET,d4518d3887ca266ed7a8748afb75119e,1,1,1,1,1,2,1,1,1,1,1,2,"We were struggling financially and my mom was an alcoholic. She had been drinking and decided that in order to earn money shed go to the bar and offer prostitution services. She has had sexual trauma in the past, and I was terrified that this would break her. I was also afraid that shed drink more and end up injured, dead, or in jail.","We were struggling financially and my mom was an alcoholic. She had been drinking and decided that in order to earn money shed go to the bar and offer prostitution services. She has had sexual trauma in the past, and I was ... that this would break her. I was also ... that shed drink more and end up injured, dead, or in jail.",hours,hours,4,4,3,3,2,1,5,3,2,1,3,3,1,5,3,4,1,2,4,4,5,2,5,"No, I participated before and answered the next set of questions.",18,Gender Variant/Non-Conforming,No formal qualifications,European,2,3,4,5,5,6,3,4,3,1,--,COPIED FROM: text id 2103
round-5,surprise,52644,2021/10/06 5:50:11 pm EET,21df1a677f40e42dd40f0b8614817235,1,1,1,1,1,4,2,5,1,1,2,3,I realised how much more money I could have saved if I transferred my savings to a higher interest rate account,I realised how much more money I could have saved if I transferred my savings to a higher interest rate account,minutes,minutes,5,5,1,1,3,2,3,5,2,5,3,5,5,5,5,1,1,5,1,1,4,1,5,"Yes, first time, I will answer the following questions.",25,Female,Graduate degree (MA/MSc/MPhil/other),East Asian,3,6,6,7,7,2,5,5,1,5,The event really happened in my life.,ORIGINAL
round-6,boredom,6168,2021/11/01 9:12:08 pm CET,a8b9b3bbdbba798fd6645c7f1b8adbcb,1,1,1,1,3,3,3,3,1,1,1,1,I had to wait in the doctors waiting room.,I had to wait in the doctors waiting room.,minutes,minutes,3,5,1,4,4,2,4,2,2,1,4,4,3,2,3,4,4,3,3,2,3,3,3,"Yes, first time, I will answer the following questions.",43,Female,High school,European,6,2,6,5,6,2,7,2,6,4,The event really happened in my life.,ORIGINAL
round-6,pride,6711,2021/11/01 9:58:02 pm CET,c340b2e0ac0bc61c3fa27292d610e8e2,1,3,1,1,2,3,2,1,1,1,1,3,"I felt pride when I received my diploma from the university's faculty of extension. I had completed a set of courses on management development - essentially, a night school B. Comm. It took me almost 5 years to get the money and time in place to finish. I didn't have a fancy graduation ceremony, the receptionist at the faculty just handed the diploma over the desk.","I felt ... when I received my diploma from the university's faculty of extension. I had completed a set of courses on management development - essentially, a night school B. Comm. It took me almost 5 years to get the money and time in place to finish. I didn't have a fancy graduation ceremony, the receptionist at the faculty just handed the diploma over the desk.",minutes,weeks,4,4,1,2,5,5,1,5,1,5,2,4,4,3,3,4,1,5,1,1,4,1,1,"Yes, first time, I will answer the following questions.",48,Female,Undergraduate degree (BA/BSc/other),European,3,5,6,5,5,6,3,5,7,6,The event really happened in my life.,ORIGINAL
